   1985.42	 -128.175	339.532
   1985.50	  -64.034	340.999
   1985.58	  -49.613	342.459
   1985.67	  -48.743	343.913
   1985.75	  -43.998	345.361
   1985.83	  -19.962	346.803
   1985.92	  -42.025	348.239
   1986.00	 -122.240	349.669
   1986.08	 -137.496	351.094
   1986.17	 -146.918	352.512
   1986.25	  -94.366	353.925
   1986.33	  -96.336	355.332
   1986.42	 -115.181	356.734
   1986.50	  -87.541	358.130
   1986.58	  -97.192	359.521
   1986.67	  -93.747	360.907
   1986.75	  -36.061	362.287
   1986.83	  -60.616	363.662
   1986.92	 -124.431	365.031
   1987.00	 -167.205	366.396
   1987.08	 -200.568	367.755
   1987.17	 -178.210	369.110
   1987.25	 -215.167	370.460
   1987.33	 -227.327	371.804
   1987.42	 -173.754	373.144
   1987.50	 -190.406	374.479
   1987.58	 -184.270	375.810
   1987.67	 -195.878	377.135
   1987.75	 -213.785	378.456
   1987.83	 -254.177	379.772
   1987.92	 -336.077	381.084
   1988.00	 -398.387	382.392
   1988.08	 -423.970	383.694
   1988.17	 -411.111	384.993
   1988.25	 -352.694	386.287
   1988.33	 -328.200	387.577
   1988.42	 -338.646	388.862
   1988.50	 -318.821	390.144
   1988.58	 -255.711	391.421
   1988.67	 -256.531	392.694
   1988.75	 -276.671	393.962
   1988.83	 -343.483	395.227
   1988.92	 -426.342	396.488
   1989.00	 -510.020	397.745
   1989.08	 -535.938	398.997
   1989.17	 -532.225	400.246
   1989.25	 -530.854	401.491
   1989.33	 -499.181	402.732
   1989.42	 -487.324	403.969
   1989.50	 -436.331	405.203
   1989.58	 -414.565	406.433
   1989.67	 -377.561	407.659
   1989.75	 -383.897	408.881
   1989.83	 -459.297	410.100
   1989.92	 -491.790	411.315
   1990.00	 -525.119	412.526
   1990.08	 -543.744	413.734
   1990.17	 -542.919	414.939
   1990.25	 -524.432	416.140
   1990.33	 -527.852	417.337
   1990.42	 -546.503	418.531
   1990.50	 -501.291	419.722
   1990.58	 -538.092	420.909
   1990.67	 -501.874	422.094
   1990.75	 -584.577	423.274
   1990.83	 -619.714	424.452
   1990.92	 -659.188	425.626
   1991.00	 -697.669	426.797
   1991.08	 -709.635	427.964
   1991.17	 -662.996	429.129
   1991.25	 -608.199	430.290
   1991.33	 -590.309	431.448
   1991.42	 -567.925	432.604
   1991.50	 -547.121	433.756
   1991.58	 -547.603	434.905
   1991.67	 -528.265	436.051
   1991.75	 -530.433	437.194
   1991.83	 -553.692	438.334
   1991.92	 -636.870	439.471
   1992.00	 -698.927	440.605
   1992.08	 -730.059	441.736
   1992.17	 -703.863	442.864
   1992.25	 -596.887	443.990
   1992.33	 -584.555	445.112
   1992.42	 -543.514	446.232
   1992.50	 -519.642	447.349
   1992.58	 -481.281	448.463
   1992.67	 -491.433	449.575
   1992.75	 -505.533	450.684
   1992.83	 -445.009	451.790
   1992.92	 -475.730	452.893
   1993.00	 -501.280	453.993
   1993.08	 -440.885	455.091
   1993.17	 -411.683	456.187
   1993.25	 -413.578	457.279
   1993.33	 -422.074	458.369
   1993.42	 -374.980	459.457
   1993.50	 -323.922	460.542
   1993.58	 -298.024	461.624
   1993.67	 -320.227	462.704
   1993.75	 -324.254	463.781
   1993.83	 -360.628	464.856
   1993.92	 -401.981	465.928
   1994.00	 -466.559	466.998
   1994.08	 -500.838	468.066
   1994.17	 -445.397	469.131
   1994.25	 -454.187	470.193
   1994.33	 -401.502	471.253
   1994.42	 -433.430	472.311
   1994.50	 -455.811	473.367
   1994.58	 -491.255	474.420
   1994.67	 -482.265	475.471
   1994.75	 -501.373	476.519
   1994.83	 -534.732	477.565
   1994.92	 -611.259	478.609
   1995.00	 -656.238	479.651
   1995.08	 -667.374	480.690
   1995.17	 -682.389	481.727
   1995.25	 -644.036	482.762
   1995.33	 -641.442	483.795
   1995.42	 -615.329	484.825
   1995.50	 -621.187	485.853
   1995.58	 -624.839	486.879
   1995.67	 -618.136	487.903
   1995.75	 -623.141	488.925
   1995.83	 -686.757	489.945
   1995.92	 -724.861	490.962
   1996.00	 -775.981	491.978
   1996.08	 -771.600	492.991
   1996.17	 -733.550	494.002
   1996.25	 -686.762	495.011
   1996.33	 -715.608	496.019
   1996.42	 -680.067	497.024
   1996.50	 -664.648	498.027
   1996.58	 -659.700	499.028
   1996.67	 -683.978	500.027
   1996.75	 -698.047	501.024
   1996.83	 -752.583	502.019
   1996.92	 -811.401	503.012
   1997.00	 -876.306	504.003
   1997.08	 -883.777	504.993
   1997.17	 -848.444	505.980
   1997.25	 -854.159	506.965
   1997.33	 -807.801	507.949
   1997.42	 -797.682	508.930
   1997.50	 -801.624	509.910
   1997.58	 -840.549	510.888
   1997.67	 -859.614	511.863
   1997.75	 -900.010	512.838
   1997.83	 -960.225	513.810
   1997.92	-1030.515	514.780
   1998.00	-1111.747	515.749
   1998.08	-1087.081	516.715
   1998.17	-1064.464	517.680
   1998.25	-1003.487	518.643
   1998.33	 -862.648	519.605
   1998.42	 -820.276	520.564
   1998.50	 -856.523	521.522
   1998.58	 -837.888	522.478
   1998.67	 -873.240	523.433
   1998.75	 -947.084	524.385
   1998.83	 -952.237	525.336
   1998.92	 -992.236	526.285
   1999.00	-1055.922	527.232
   1999.08	-1102.414	528.178
   1999.17	-1075.401	529.122
   1999.25	-1087.225	530.065
   1999.33	-1041.602	531.005
   1999.42	-1086.696	531.944
   1999.50	-1114.961	532.881
   1999.58	-1163.296	533.817
   1999.67	-1191.402	534.751
   1999.75	-1138.404	535.684
   1999.83	-1165.041	536.615
   1999.92	-1182.538	537.544
   2000.00	-1264.087	538.471
   2000.08	-1262.179	539.397
   2000.17	-1215.449	540.322
   2000.25	-1269.842	541.245
   2000.33	-1249.037	542.166
   2000.42	-1229.067	543.086
   2000.50	-1203.319	544.004
   2000.58	-1213.203	544.920
   2000.67	-1204.658	545.835
   2000.75	-1243.266	546.749
   2000.83	-1250.021	547.661
   2000.92	-1364.099	548.571
   2001.00	-1451.962	549.480
   2001.08	-1474.340	550.388
   2001.17	-1489.884	551.294
   2001.25	-1479.334	552.198
   2001.33	-1437.110	553.101
   2001.42	-1453.052	554.003
   2001.50	-1441.240	554.903
   2001.58	-1459.061	555.802
   2001.67	-1463.447	556.699
   2001.75	-1478.535	557.595
   2001.83	-1500.215	558.489
   2001.92	-1460.494	559.382
   2002.00	-1509.348	560.273
   2002.08	-1515.938	561.163
   2002.17	-1469.441	562.052
   2002.25	-1413.646	562.939
   2002.33	-1426.804	563.825
   2002.42	-1450.933	564.709
   2002.50	-1464.123	565.592
   2002.58	-1437.833	566.474
   2002.67	-1441.375	567.354
   2002.75	-1485.987	568.233
   2002.83	-1564.128	569.111
   2002.92	-1611.374	569.987
   2003.00	-1686.850	570.862
   2003.08	-1701.850	571.736
   2003.17	-1700.639	572.608
   2003.25	-1627.817	573.479
   2003.33	-1623.272	574.348
   2003.42	-1667.327	575.216
   2003.50	-1692.716	576.083
   2003.58	-1677.088	576.949
   2003.67	-1668.907	577.813
   2003.75	-1688.529	578.676
   2003.83	-1762.124	579.538
   2003.92	-1854.879	580.399
   2004.00	-1915.895	581.258
   2004.08	-1918.615	582.116
   2004.17	-1889.343	582.973
   2004.25	-1846.596	583.828
   2004.33	-1818.794	584.682
   2004.42	-1791.583	585.535
   2004.50	-1799.104	586.387
   2004.58	-1758.618	587.237
   2004.67	-1778.425	588.086
   2004.75	-1821.491	588.934
   2004.83	-1847.488	589.781
   2004.92	-1940.682	590.627
   2005.00	-2016.672	591.471
   2005.08	-2026.079	592.314
   2005.17	-2024.749	593.156
   2005.25	-2022.083	593.997
   2005.33	-2007.526	594.837
   2005.42	-1983.428	595.675
   2005.50	-1990.960	596.512
   2005.58	-1988.846	597.348
   2005.67	-1937.624	598.183
   2005.75	-1870.686	599.017
   2005.83	-1877.677	599.849
   2005.92	-1941.988	600.681
   2006.00	-2010.440	601.511
   2006.08	-2016.601	602.340
   2006.17	-2019.599	603.168
   2006.25	-2008.339	603.995
   2006.33	-1972.144	604.820
   2006.42	-1970.211	605.645
   2006.50	-1951.149	606.469
   2006.58	-2006.226	607.291
   2006.67	-2063.229	608.112
   2006.75	-2059.666	608.932
   2006.83	-2091.219	609.751
   2006.92	-2180.942	610.569
   2007.00	-2260.071	611.386
   2007.08	-2310.089	612.202
   2007.17	-2305.541	613.016
   2007.25	-2304.906	613.830
   2007.33	-2275.024	614.642
   2007.42	-2277.398	615.454
   2007.50	-2321.778	616.264
   2007.58	-2383.946	617.073
   2007.67	-2391.111	617.882
   2007.75	-2468.129	618.689
   2007.83	-2544.345	619.495
   2007.92	-2596.465	620.300
   2008.00	-2671.276	621.104
   2008.08	-2708.954	621.907
   2008.17	-2735.182	622.709
   2008.25	-2714.380	623.510
   2008.33	-2718.819	624.310
   2008.42	-2755.309	625.109
   2008.50	-2742.131	625.906
   2008.58	-2718.957	626.703
   2008.67	-2693.272	627.499
   2008.75	-2759.755	628.294
   2008.83	-2782.777	629.088
   2008.92	-2822.969	629.880
   2009.00	-2879.554	630.672
   2009.08	-2888.743	631.463
   2009.17	-2864.020	632.253
   2009.25	-2886.479	633.042
   2009.33	-2864.216	633.830
   2009.42	-2874.174	634.616
   2009.50	-2828.445	635.402
   2009.58	-2845.961	636.187
   2009.67	-2843.653	636.971
   2009.75	-2887.937	637.754
   2009.83	-2928.001	638.536
   2009.92	-3007.538	639.317
   2010.00	-3071.383	640.097
   2010.08	-3097.120	640.877
   2010.17	-3128.985	641.655
   2010.25	-3169.004	642.432
   2010.33	-3213.068	643.208
   2010.42	-3225.569	643.984
   2010.50	-3225.807	644.758
   2010.58	-3224.111	645.532
   2010.67	-3220.777	646.305
   2010.75	-3237.116	647.076
   2010.83	-3235.456	647.847
   2010.92	-3311.737	648.617
   2011.00	-3397.394	649.386
   2011.08	-3419.755	650.154
   2011.17	-3427.955	650.921
   2011.25	-3442.517	651.687
   2011.33	-3445.738	652.453
   2011.42	-3446.036	653.217
   2011.50	-3404.671	653.981
   2011.58	-3380.758	654.743
   2011.67	-3449.422	655.505
   2011.75	-3480.299	656.266
   2011.83	-3559.841	657.026
   2011.92	-3568.590	657.785
   2012.00	-3632.513	658.543
   2012.08	-3673.410	659.301
   2012.17	-3653.140	660.057
   2012.25	-3657.833	660.813
   2012.33	-3627.319	661.568
   2012.42	-3638.118	662.322
   2012.50	-3688.519	663.075
   2012.58	-3702.959	663.827
   2012.67	-3721.012	664.578
   2012.75	-3777.085	665.329
   2012.83	-3860.940	666.078
   2012.92	-3943.222	666.827
   2013.00	-4001.889	667.575
   2013.08	-4014.073	668.322
   2013.17	-3983.584	669.069
   2013.25	-3993.388	669.814
   2013.33	-4018.003	670.559
   2013.42	-4031.728	671.303
   2013.50	-4057.409	672.046
   2013.58	-4082.503	672.788
   2013.67	-4065.962	673.529
   2013.75	-4129.884	674.270
   2013.83	-4183.717	675.010
   2013.92	-4264.128	675.748
   2014.00	-4359.317	676.487
   2014.08	-4375.174	677.224
   2014.17	-4376.683	677.960
   2014.25	-4342.014	678.696
   2014.33	-4309.606	679.431
   2014.42	-4342.408	680.165
   2014.50	-4374.042	680.898
   2014.58	-4381.499	681.631
   2014.67	-4419.377	682.363
   2014.75	-4432.907	683.094
   2014.83	-4543.235	683.824
   2014.92	-4645.278	684.553
   2015.00	-4701.549	685.282
   2015.08	-4734.956	686.010
   2015.17	-4718.720	686.737
   2015.25	-4719.040	687.463
   2015.33	-4698.459	688.189
   2015.42	-4716.724	688.914
   2015.50	-4772.431	689.638
   2015.58	-4776.960	690.361
   2015.67	-4796.410	691.083
   2015.75	-4813.701	691.805
   2015.83	-4863.524	692.526
   2015.92	-4898.852	693.246
   2016.00	-4927.539	693.966
   2016.08	-4953.486	694.685
   2016.17	-4975.910	695.403
   2016.25	-4992.219	696.120
   2016.33	-4914.086	696.837
   2016.42	-4866.353	697.552
   2016.50	-4848.825	698.267
   2016.58	-4885.477	698.982
   2016.67	-4798.108	699.695
   2016.75	-4790.641	700.408
   2016.83	-4841.578	701.120
   2016.92	-4914.258	701.832
   2017.00	-5001.451	702.543
   2017.08	-5011.968	703.253
   2017.17	-4962.558	703.962
   2017.25	-4971.755	704.670
   2017.33	-4936.486	705.378
   2017.42	-4977.577	706.085
   2017.50	-5020.830	706.792
